filepath,label
Audio_Song_Actors_01-24\Actor_12\03-02-05-01-01-02-12.pt,5
Audio_Song_Actors_01-24\Actor_12\03-02-05-01-02-01-12.pt,5
Audio_Song_Actors_01-24\Actor_12\03-02-05-01-02-02-12.pt,5
Audio_Song_Actors_01-24\Actor_12\03-02-05-02-01-02-12.pt,5
Audio_Song_Actors_01-24\Actor_12\03-02-05-02-02-01-12.pt,5
Audio_Song_Actors_01-24\Actor_12\03-02-06-01-01-01-12.pt,6
Audio_Song_Actors_01-24\Actor_12\03-02-06-01-02-02-12.pt,6
Audio_Song_Actors_01-24\Actor_12\03-02-06-02-01-01-12.pt,6
Audio_Song_Actors_01-24\Actor_12\03-02-06-02-01-02-12.pt,6
Audio_Song_Actors_01-24\Actor_12\03-02-06-02-02-02-12.pt,6
Audio_Song_Actors_01-24\Actor_13\03-02-01-01-01-01-13.pt,1
Audio_Song_Actors_01-24\Actor_13\03-02-01-01-01-02-13.pt,1
Audio_Song_Actors_01-24\Actor_13\03-02-01-01-02-01-13.pt,1
Audio_Song_Actors_01-24\Actor_13\03-02-01-01-02-02-13.pt,1
Audio_Song_Actors_01-24\Actor_13\03-02-02-01-02-02-13.pt,2
Audio_Song_Actors_01-24\Actor_13\03-02-02-02-01-01-13.pt,2
Audio_Song_Actors_01-24\Actor_13\03-02-02-02-01-02-13.pt,2
Audio_Song_Actors_01-24\Actor_13\03-02-02-02-02-01-13.pt,2
Audio_Song_Actors_01-24\Actor_13\03-02-02-02-02-02-13.pt,2
Audio_Song_Actors_01-24\Actor_13\03-02-03-01-01-01-13.pt,3
Audio_Song_Actors_01-24\Actor_13\03-02-03-01-01-02-13.pt,3
Audio_Song_Actors_01-24\Actor_13\03-02-03-02-01-01-13.pt,3
Audio_Song_Actors_01-24\Actor_13\03-02-03-02-01-02-13.pt,3
Audio_Song_Actors_01-24\Actor_13\03-02-03-02-02-01-13.pt,3
Audio_Song_Actors_01-24\Actor_13\03-02-03-02-02-02-13.pt,3
Audio_Song_Actors_01-24\Actor_13\03-02-04-01-01-02-13.pt,4
Audio_Song_Actors_01-24\Actor_13\03-02-04-02-01-01-13.pt,4
Audio_Song_Actors_01-24\Actor_13\03-02-04-02-02-02-13.pt,4
Audio_Song_Actors_01-24\Actor_13\03-02-05-01-01-01-13.pt,5
Audio_Song_Actors_01-24\Actor_13\03-02-05-01-01-02-13.pt,5
Audio_Song_Actors_01-24\Actor_13\03-02-05-01-02-01-13.pt,5
Audio_Song_Actors_01-24\Actor_13\03-02-05-01-02-02-13.pt,5
Audio_Song_Actors_01-24\Actor_13\03-02-05-02-01-01-13.pt,5
Audio_Song_Actors_01-24\Actor_13\03-02-05-02-02-01-13.pt,5
Audio_Song_Actors_01-24\Actor_13\03-02-06-01-01-01-13.pt,6
Audio_Song_Actors_01-24\Actor_13\03-02-06-01-02-01-13.pt,6
Audio_Song_Actors_01-24\Actor_13\03-02-06-02-01-01-13.pt,6
Audio_Song_Actors_01-24\Actor_13\03-02-06-02-02-01-13.pt,6
Audio_Song_Actors_01-24\Actor_13\03-02-06-02-02-02-13.pt,6
Audio_Song_Actors_01-24\Actor_14\03-02-01-01-01-01-14.pt,1
Audio_Song_Actors_01-24\Actor_14\03-02-01-01-01-02-14.pt,1
Audio_Song_Actors_01-24\Actor_14\03-02-01-01-02-01-14.pt,1
Audio_Song_Actors_01-24\Actor_14\03-02-01-01-02-02-14.pt,1
Audio_Song_Actors_01-24\Actor_14\03-02-02-01-01-01-14.pt,2
Audio_Song_Actors_01-24\Actor_14\03-02-02-01-01-02-14.pt,2
Audio_Song_Actors_01-24\Actor_14\03-02-02-01-02-01-14.pt,2
Audio_Song_Actors_01-24\Actor_14\03-02-02-02-01-01-14.pt,2
Audio_Song_Actors_01-24\Actor_14\03-02-02-02-01-02-14.pt,2
Audio_Song_Actors_01-24\Actor_14\03-02-02-02-02-01-14.pt,2
Audio_Song_Actors_01-24\Actor_14\03-02-03-01-01-01-14.pt,3
Audio_Song_Actors_01-24\Actor_14\03-02-03-01-01-02-14.pt,3
Audio_Song_Actors_01-24\Actor_14\03-02-03-01-02-01-14.pt,3
Audio_Song_Actors_01-24\Actor_14\03-02-03-02-01-01-14.pt,3
Audio_Song_Actors_01-24\Actor_14\03-02-03-02-01-02-14.pt,3
Audio_Song_Actors_01-24\Actor_14\03-02-03-02-02-01-14.pt,3
Audio_Song_Actors_01-24\Actor_14\03-02-04-01-01-01-14.pt,4
Audio_Song_Actors_01-24\Actor_14\03-02-04-01-02-01-14.pt,4
Audio_Song_Actors_01-24\Actor_14\03-02-04-02-01-02-14.pt,4
Audio_Song_Actors_01-24\Actor_14\03-02-05-01-01-02-14.pt,5
Audio_Song_Actors_01-24\Actor_14\03-02-05-01-02-01-14.pt,5
Audio_Song_Actors_01-24\Actor_14\03-02-05-02-01-01-14.pt,5
Audio_Song_Actors_01-24\Actor_14\03-02-05-02-01-02-14.pt,5
Audio_Song_Actors_01-24\Actor_14\03-02-05-02-02-01-14.pt,5
Audio_Song_Actors_01-24\Actor_14\03-02-05-02-02-02-14.pt,5
Audio_Song_Actors_01-24\Actor_14\03-02-06-01-01-01-14.pt,6
Audio_Song_Actors_01-24\Actor_14\03-02-06-01-01-02-14.pt,6
Audio_Song_Actors_01-24\Actor_14\03-02-06-01-02-01-14.pt,6
Audio_Song_Actors_01-24\Actor_14\03-02-06-01-02-02-14.pt,6
Audio_Song_Actors_01-24\Actor_14\03-02-06-02-01-01-14.pt,6
Audio_Song_Actors_01-24\Actor_14\03-02-06-02-01-02-14.pt,6
Audio_Song_Actors_01-24\Actor_14\03-02-06-02-02-01-14.pt,6
Audio_Song_Actors_01-24\Actor_15\03-02-01-01-01-02-15.pt,1
Audio_Song_Actors_01-24\Actor_15\03-02-01-01-02-02-15.pt,1
Audio_Song_Actors_01-24\Actor_15\03-02-02-01-01-01-15.pt,2
Audio_Song_Actors_01-24\Actor_15\03-02-02-01-01-02-15.pt,2
Audio_Song_Actors_01-24\Actor_15\03-02-02-01-02-01-15.pt,2
Audio_Song_Actors_01-24\Actor_15\03-02-02-01-02-02-15.pt,2
Audio_Song_Actors_01-24\Actor_15\03-02-02-02-01-01-15.pt,2
Audio_Song_Actors_01-24\Actor_15\03-02-02-02-01-02-15.pt,2
Audio_Song_Actors_01-24\Actor_15\03-02-02-02-02-01-15.pt,2
Audio_Song_Actors_01-24\Actor_15\03-02-02-02-02-02-15.pt,2
Audio_Song_Actors_01-24\Actor_15\03-02-03-01-01-01-15.pt,3
Audio_Song_Actors_01-24\Actor_15\03-02-03-01-01-02-15.pt,3
Audio_Song_Actors_01-24\Actor_15\03-02-03-01-02-02-15.pt,3
Audio_Song_Actors_01-24\Actor_15\03-02-03-02-02-02-15.pt,3
Audio_Song_Actors_01-24\Actor_15\03-02-04-01-01-01-15.pt,4
Audio_Song_Actors_01-24\Actor_15\03-02-04-01-01-02-15.pt,4
Audio_Song_Actors_01-24\Actor_15\03-02-04-01-02-01-15.pt,4
Audio_Song_Actors_01-24\Actor_15\03-02-04-01-02-02-15.pt,4
Audio_Song_Actors_01-24\Actor_15\03-02-04-02-01-01-15.pt,4
Audio_Song_Actors_01-24\Actor_15\03-02-04-02-01-02-15.pt,4
Audio_Song_Actors_01-24\Actor_15\03-02-04-02-02-01-15.pt,4
Audio_Song_Actors_01-24\Actor_15\03-02-04-02-02-02-15.pt,4
Audio_Song_Actors_01-24\Actor_15\03-02-05-01-01-01-15.pt,5
Audio_Song_Actors_01-24\Actor_15\03-02-05-01-01-02-15.pt,5
Audio_Song_Actors_01-24\Actor_15\03-02-05-01-02-02-15.pt,5
Audio_Song_Actors_01-24\Actor_15\03-02-05-02-01-01-15.pt,5
Audio_Song_Actors_01-24\Actor_15\03-02-05-02-01-02-15.pt,5
Audio_Song_Actors_01-24\Actor_15\03-02-05-02-02-01-15.pt,5
Audio_Song_Actors_01-24\Actor_15\03-02-06-01-01-01-15.pt,6
Audio_Song_Actors_01-24\Actor_15\03-02-06-01-02-01-15.pt,6
Audio_Song_Actors_01-24\Actor_15\03-02-06-01-02-02-15.pt,6
Audio_Song_Actors_01-24\Actor_15\03-02-06-02-01-02-15.pt,6
Audio_Song_Actors_01-24\Actor_15\03-02-06-02-02-01-15.pt,6
Audio_Song_Actors_01-24\Actor_15\03-02-06-02-02-02-15.pt,6
Audio_Song_Actors_01-24\Actor_16\03-02-01-01-01-01-16.pt,1
Audio_Song_Actors_01-24\Actor_16\03-02-01-01-02-02-16.pt,1
Audio_Song_Actors_01-24\Actor_16\03-02-02-01-01-01-16.pt,2
Audio_Song_Actors_01-24\Actor_16\03-02-02-01-01-02-16.pt,2
Audio_Song_Actors_01-24\Actor_16\03-02-02-01-02-01-16.pt,2
Audio_Song_Actors_01-24\Actor_16\03-02-02-01-02-02-16.pt,2
Audio_Song_Actors_01-24\Actor_16\03-02-02-02-01-01-16.pt,2
Audio_Song_Actors_01-24\Actor_16\03-02-02-02-01-02-16.pt,2
Audio_Song_Actors_01-24\Actor_16\03-02-02-02-02-01-16.pt,2
Audio_Song_Actors_01-24\Actor_16\03-02-02-02-02-02-16.pt,2
Audio_Song_Actors_01-24\Actor_16\03-02-03-01-01-01-16.pt,3
Audio_Song_Actors_01-24\Actor_16\03-02-03-01-02-02-16.pt,3
Audio_Song_Actors_01-24\Actor_16\03-02-03-02-01-01-16.pt,3
Audio_Song_Actors_01-24\Actor_16\03-02-03-02-01-02-16.pt,3
Audio_Song_Actors_01-24\Actor_16\03-02-03-02-02-01-16.pt,3
Audio_Song_Actors_01-24\Actor_16\03-02-03-02-02-02-16.pt,3
Audio_Song_Actors_01-24\Actor_16\03-02-04-01-01-01-16.pt,4
Audio_Song_Actors_01-24\Actor_16\03-02-04-01-01-02-16.pt,4
Audio_Song_Actors_01-24\Actor_16\03-02-04-01-02-01-16.pt,4
Audio_Song_Actors_01-24\Actor_16\03-02-04-01-02-02-16.pt,4
Audio_Song_Actors_01-24\Actor_16\03-02-04-02-01-01-16.pt,4
Audio_Song_Actors_01-24\Actor_16\03-02-04-02-02-02-16.pt,4
Audio_Song_Actors_01-24\Actor_16\03-02-05-01-01-01-16.pt,5
Audio_Song_Actors_01-24\Actor_16\03-02-05-01-01-02-16.pt,5
Audio_Song_Actors_01-24\Actor_16\03-02-05-01-02-02-16.pt,5
Audio_Song_Actors_01-24\Actor_16\03-02-05-02-01-02-16.pt,5
Audio_Song_Actors_01-24\Actor_16\03-02-05-02-02-01-16.pt,5
Audio_Song_Actors_01-24\Actor_16\03-02-05-02-02-02-16.pt,5
Audio_Song_Actors_01-24\Actor_16\03-02-06-01-01-01-16.pt,6
Audio_Song_Actors_01-24\Actor_16\03-02-06-01-02-01-16.pt,6
Audio_Song_Actors_01-24\Actor_16\03-02-06-01-02-02-16.pt,6
Audio_Song_Actors_01-24\Actor_16\03-02-06-02-01-02-16.pt,6
Audio_Song_Actors_01-24\Actor_16\03-02-06-02-02-01-16.pt,6
Audio_Song_Actors_01-24\Actor_16\03-02-06-02-02-02-16.pt,6
Audio_Song_Actors_01-24\Actor_17\03-02-01-01-01-01-17.pt,1
Audio_Song_Actors_01-24\Actor_17\03-02-01-01-01-02-17.pt,1
Audio_Song_Actors_01-24\Actor_17\03-02-02-01-01-01-17.pt,2
Audio_Song_Actors_01-24\Actor_17\03-02-02-01-01-02-17.pt,2
Audio_Song_Actors_01-24\Actor_17\03-02-02-01-02-01-17.pt,2
Audio_Song_Actors_01-24\Actor_17\03-02-02-01-02-02-17.pt,2
Audio_Song_Actors_01-24\Actor_17\03-02-02-02-02-01-17.pt,2
Audio_Song_Actors_01-24\Actor_17\03-02-02-02-02-02-17.pt,2
Audio_Song_Actors_01-24\Actor_17\03-02-03-01-01-01-17.pt,3
Audio_Song_Actors_01-24\Actor_17\03-02-03-01-01-02-17.pt,3
Audio_Song_Actors_01-24\Actor_17\03-02-03-02-01-01-17.pt,3
Audio_Song_Actors_01-24\Actor_17\03-02-03-02-01-02-17.pt,3
Audio_Song_Actors_01-24\Actor_17\03-02-03-02-02-01-17.pt,3
Audio_Song_Actors_01-24\Actor_17\03-02-03-02-02-02-17.pt,3
Audio_Song_Actors_01-24\Actor_17\03-02-04-01-01-01-17.pt,4
Audio_Song_Actors_01-24\Actor_17\03-02-04-01-01-02-17.pt,4
Audio_Song_Actors_01-24\Actor_17\03-02-04-01-02-01-17.pt,4
Audio_Song_Actors_01-24\Actor_17\03-02-04-02-01-01-17.pt,4
Audio_Song_Actors_01-24\Actor_17\03-02-04-02-01-02-17.pt,4
Audio_Song_Actors_01-24\Actor_17\03-02-04-02-02-01-17.pt,4
Audio_Song_Actors_01-24\Actor_17\03-02-04-02-02-02-17.pt,4
Audio_Song_Actors_01-24\Actor_17\03-02-05-02-01-01-17.pt,5
Audio_Song_Actors_01-24\Actor_17\03-02-05-02-01-02-17.pt,5
Audio_Song_Actors_01-24\Actor_17\03-02-05-02-02-01-17.pt,5
Audio_Song_Actors_01-24\Actor_17\03-02-05-02-02-02-17.pt,5
Audio_Song_Actors_01-24\Actor_17\03-02-06-01-01-01-17.pt,6
Audio_Song_Actors_01-24\Actor_17\03-02-06-01-01-02-17.pt,6
Audio_Song_Actors_01-24\Actor_17\03-02-06-01-02-02-17.pt,6
Audio_Song_Actors_01-24\Actor_17\03-02-06-02-01-02-17.pt,6
Audio_Song_Actors_01-24\Actor_17\03-02-06-02-02-01-17.pt,6
Audio_Song_Actors_01-24\Actor_17\03-02-06-02-02-02-17.pt,6
Audio_Song_Actors_01-24\Actor_19\03-02-01-01-01-01-19.pt,1
Audio_Song_Actors_01-24\Actor_19\03-02-01-01-02-01-19.pt,1
Audio_Song_Actors_01-24\Actor_19\03-02-01-01-02-02-19.pt,1
Audio_Song_Actors_01-24\Actor_19\03-02-02-01-01-02-19.pt,2
Audio_Song_Actors_01-24\Actor_19\03-02-02-01-02-02-19.pt,2
Audio_Song_Actors_01-24\Actor_19\03-02-02-02-01-01-19.pt,2
Audio_Song_Actors_01-24\Actor_19\03-02-02-02-02-01-19.pt,2
Audio_Song_Actors_01-24\Actor_19\03-02-02-02-02-02-19.pt,2
Audio_Song_Actors_01-24\Actor_19\03-02-03-01-01-01-19.pt,3
Audio_Song_Actors_01-24\Actor_19\03-02-03-01-02-01-19.pt,3
Audio_Song_Actors_01-24\Actor_19\03-02-03-02-01-01-19.pt,3
Audio_Song_Actors_01-24\Actor_19\03-02-03-02-01-02-19.pt,3
Audio_Song_Actors_01-24\Actor_19\03-02-03-02-02-02-19.pt,3
Audio_Song_Actors_01-24\Actor_19\03-02-04-01-01-02-19.pt,4
Audio_Song_Actors_01-24\Actor_19\03-02-04-01-02-01-19.pt,4
Audio_Song_Actors_01-24\Actor_19\03-02-04-01-02-02-19.pt,4
Audio_Song_Actors_01-24\Actor_19\03-02-04-02-01-01-19.pt,4
Audio_Song_Actors_01-24\Actor_19\03-02-04-02-02-02-19.pt,4
Audio_Song_Actors_01-24\Actor_19\03-02-05-01-01-02-19.pt,5
Audio_Song_Actors_01-24\Actor_19\03-02-05-01-02-01-19.pt,5
Audio_Song_Actors_01-24\Actor_19\03-02-05-01-02-02-19.pt,5
Audio_Song_Actors_01-24\Actor_19\03-02-05-02-01-01-19.pt,5
Audio_Song_Actors_01-24\Actor_19\03-02-05-02-01-02-19.pt,5
Audio_Song_Actors_01-24\Actor_19\03-02-05-02-02-02-19.pt,5
Audio_Song_Actors_01-24\Actor_19\03-02-06-01-01-01-19.pt,6
Audio_Song_Actors_01-24\Actor_19\03-02-06-01-01-02-19.pt,6
Audio_Song_Actors_01-24\Actor_19\03-02-06-01-02-02-19.pt,6
Audio_Song_Actors_01-24\Actor_19\03-02-06-02-01-01-19.pt,6
Audio_Song_Actors_01-24\Actor_19\03-02-06-02-01-02-19.pt,6
Audio_Song_Actors_01-24\Actor_19\03-02-06-02-02-02-19.pt,6
Audio_Song_Actors_01-24\Actor_20\03-02-01-01-01-01-20.pt,1
Audio_Song_Actors_01-24\Actor_20\03-02-01-01-01-02-20.pt,1
Audio_Song_Actors_01-24\Actor_20\03-02-01-01-02-01-20.pt,1
Audio_Song_Actors_01-24\Actor_20\03-02-02-01-01-01-20.pt,2
Audio_Song_Actors_01-24\Actor_20\03-02-02-02-01-01-20.pt,2
Audio_Song_Actors_01-24\Actor_20\03-02-02-02-02-01-20.pt,2
Audio_Song_Actors_01-24\Actor_20\03-02-03-01-01-02-20.pt,3
Audio_Song_Actors_01-24\Actor_20\03-02-03-01-02-01-20.pt,3
Audio_Song_Actors_01-24\Actor_20\03-02-03-02-01-01-20.pt,3
Audio_Song_Actors_01-24\Actor_20\03-02-03-02-01-02-20.pt,3
Audio_Song_Actors_01-24\Actor_20\03-02-04-01-01-02-20.pt,4
Audio_Song_Actors_01-24\Actor_20\03-02-04-01-02-01-20.pt,4
Audio_Song_Actors_01-24\Actor_20\03-02-04-01-02-02-20.pt,4
Audio_Song_Actors_01-24\Actor_20\03-02-04-02-01-01-20.pt,4
Audio_Song_Actors_01-24\Actor_20\03-02-04-02-01-02-20.pt,4
Audio_Song_Actors_01-24\Actor_20\03-02-04-02-02-01-20.pt,4
Audio_Song_Actors_01-24\Actor_20\03-02-04-02-02-02-20.pt,4
Audio_Song_Actors_01-24\Actor_20\03-02-05-01-01-01-20.pt,5
Audio_Song_Actors_01-24\Actor_20\03-02-05-01-01-02-20.pt,5
Audio_Song_Actors_01-24\Actor_20\03-02-05-02-01-01-20.pt,5
Audio_Song_Actors_01-24\Actor_20\03-02-05-02-01-02-20.pt,5
Audio_Song_Actors_01-24\Actor_20\03-02-05-02-02-01-20.pt,5
Audio_Song_Actors_01-24\Actor_20\03-02-05-02-02-02-20.pt,5
Audio_Song_Actors_01-24\Actor_20\03-02-06-01-01-01-20.pt,6
Audio_Song_Actors_01-24\Actor_20\03-02-06-01-01-02-20.pt,6
Audio_Song_Actors_01-24\Actor_20\03-02-06-02-01-01-20.pt,6
Audio_Song_Actors_01-24\Actor_20\03-02-06-02-01-02-20.pt,6
Audio_Song_Actors_01-24\Actor_20\03-02-06-02-02-01-20.pt,6
Audio_Song_Actors_01-24\Actor_20\03-02-06-02-02-02-20.pt,6
Audio_Song_Actors_01-24\Actor_21\03-02-01-01-01-02-21.pt,1
Audio_Song_Actors_01-24\Actor_21\03-02-01-01-02-01-21.pt,1
Audio_Song_Actors_01-24\Actor_21\03-02-01-01-02-02-21.pt,1
Audio_Song_Actors_01-24\Actor_21\03-02-02-01-01-01-21.pt,2
Audio_Song_Actors_01-24\Actor_21\03-02-02-01-02-01-21.pt,2
Audio_Song_Actors_01-24\Actor_21\03-02-02-01-02-02-21.pt,2
Audio_Song_Actors_01-24\Actor_21\03-02-02-02-01-01-21.pt,2
Audio_Song_Actors_01-24\Actor_21\03-02-02-02-02-01-21.pt,2
Audio_Song_Actors_01-24\Actor_21\03-02-03-01-01-01-21.pt,3
Audio_Song_Actors_01-24\Actor_21\03-02-03-01-02-01-21.pt,3
Audio_Song_Actors_01-24\Actor_21\03-02-03-02-01-01-21.pt,3
Audio_Song_Actors_01-24\Actor_21\03-02-03-02-01-02-21.pt,3
Audio_Song_Actors_01-24\Actor_21\03-02-03-02-02-01-21.pt,3
Audio_Song_Actors_01-24\Actor_21\03-02-03-02-02-02-21.pt,3
Audio_Song_Actors_01-24\Actor_21\03-02-04-01-01-01-21.pt,4
Audio_Song_Actors_01-24\Actor_21\03-02-04-01-01-02-21.pt,4
Audio_Song_Actors_01-24\Actor_21\03-02-04-01-02-01-21.pt,4
Audio_Song_Actors_01-24\Actor_21\03-02-04-01-02-02-21.pt,4
Audio_Song_Actors_01-24\Actor_21\03-02-04-02-01-01-21.pt,4
Audio_Song_Actors_01-24\Actor_21\03-02-04-02-01-02-21.pt,4
Audio_Song_Actors_01-24\Actor_21\03-02-05-01-01-01-21.pt,5
Audio_Song_Actors_01-24\Actor_21\03-02-05-01-02-01-21.pt,5
Audio_Song_Actors_01-24\Actor_21\03-02-05-02-02-01-21.pt,5
Audio_Song_Actors_01-24\Actor_21\03-02-06-01-01-02-21.pt,6
Audio_Song_Actors_01-24\Actor_21\03-02-06-01-02-01-21.pt,6
Audio_Song_Actors_01-24\Actor_21\03-02-06-02-01-01-21.pt,6
Audio_Song_Actors_01-24\Actor_21\03-02-06-02-01-02-21.pt,6
Audio_Song_Actors_01-24\Actor_21\03-02-06-02-02-02-21.pt,6
Audio_Song_Actors_01-24\Actor_22\03-02-01-01-01-01-22.pt,1
Audio_Song_Actors_01-24\Actor_22\03-02-01-01-02-02-22.pt,1
Audio_Song_Actors_01-24\Actor_22\03-02-02-01-01-01-22.pt,2
Audio_Song_Actors_01-24\Actor_22\03-02-02-01-01-02-22.pt,2
Audio_Song_Actors_01-24\Actor_22\03-02-02-01-02-01-22.pt,2
Audio_Song_Actors_01-24\Actor_22\03-02-02-01-02-02-22.pt,2
Audio_Song_Actors_01-24\Actor_22\03-02-02-02-01-01-22.pt,2
Audio_Song_Actors_01-24\Actor_22\03-02-02-02-01-02-22.pt,2
Audio_Song_Actors_01-24\Actor_22\03-02-02-02-02-01-22.pt,2
Audio_Song_Actors_01-24\Actor_22\03-02-02-02-02-02-22.pt,2
Audio_Song_Actors_01-24\Actor_22\03-02-03-01-01-01-22.pt,3
Audio_Song_Actors_01-24\Actor_22\03-02-03-01-01-02-22.pt,3
Audio_Song_Actors_01-24\Actor_22\03-02-03-01-02-02-22.pt,3
Audio_Song_Actors_01-24\Actor_22\03-02-03-02-01-01-22.pt,3
Audio_Song_Actors_01-24\Actor_22\03-02-03-02-01-02-22.pt,3
Audio_Song_Actors_01-24\Actor_22\03-02-03-02-02-01-22.pt,3
Audio_Song_Actors_01-24\Actor_22\03-02-04-01-01-01-22.pt,4
Audio_Song_Actors_01-24\Actor_22\03-02-04-01-02-01-22.pt,4
Audio_Song_Actors_01-24\Actor_22\03-02-04-01-02-02-22.pt,4
Audio_Song_Actors_01-24\Actor_22\03-02-04-02-02-01-22.pt,4
Audio_Song_Actors_01-24\Actor_22\03-02-05-01-01-01-22.pt,5
Audio_Song_Actors_01-24\Actor_22\03-02-05-01-01-02-22.pt,5
Audio_Song_Actors_01-24\Actor_22\03-02-05-02-01-01-22.pt,5
Audio_Song_Actors_01-24\Actor_22\03-02-05-02-02-01-22.pt,5
Audio_Song_Actors_01-24\Actor_22\03-02-05-02-02-02-22.pt,5
Audio_Song_Actors_01-24\Actor_22\03-02-06-01-01-01-22.pt,6
Audio_Song_Actors_01-24\Actor_22\03-02-06-01-01-02-22.pt,6
Audio_Song_Actors_01-24\Actor_22\03-02-06-01-02-01-22.pt,6
Audio_Song_Actors_01-24\Actor_22\03-02-06-02-01-01-22.pt,6
Audio_Song_Actors_01-24\Actor_22\03-02-06-02-02-01-22.pt,6
Audio_Song_Actors_01-24\Actor_23\03-02-01-01-01-01-23.pt,1
Audio_Song_Actors_01-24\Actor_23\03-02-01-01-01-02-23.pt,1
Audio_Song_Actors_01-24\Actor_23\03-02-01-01-02-01-23.pt,1
Audio_Song_Actors_01-24\Actor_23\03-02-01-01-02-02-23.pt,1
Audio_Song_Actors_01-24\Actor_23\03-02-02-01-01-01-23.pt,2
Audio_Song_Actors_01-24\Actor_23\03-02-02-01-01-02-23.pt,2
Audio_Song_Actors_01-24\Actor_23\03-02-02-01-02-01-23.pt,2
Audio_Song_Actors_01-24\Actor_23\03-02-02-01-02-02-23.pt,2
Audio_Song_Actors_01-24\Actor_23\03-02-02-02-01-01-23.pt,2
Audio_Song_Actors_01-24\Actor_23\03-02-02-02-01-02-23.pt,2
Audio_Song_Actors_01-24\Actor_23\03-02-02-02-02-01-23.pt,2
Audio_Song_Actors_01-24\Actor_23\03-02-02-02-02-02-23.pt,2
Audio_Song_Actors_01-24\Actor_23\03-02-03-01-02-01-23.pt,3
Audio_Song_Actors_01-24\Actor_23\03-02-03-01-02-02-23.pt,3
Audio_Song_Actors_01-24\Actor_23\03-02-03-02-01-01-23.pt,3
Audio_Song_Actors_01-24\Actor_23\03-02-03-02-01-02-23.pt,3
Audio_Song_Actors_01-24\Actor_23\03-02-03-02-02-01-23.pt,3
Audio_Song_Actors_01-24\Actor_23\03-02-04-01-01-01-23.pt,4
Audio_Song_Actors_01-24\Actor_23\03-02-04-01-01-02-23.pt,4
Audio_Song_Actors_01-24\Actor_23\03-02-04-01-02-01-23.pt,4
Audio_Song_Actors_01-24\Actor_23\03-02-04-01-02-02-23.pt,4
Audio_Song_Actors_01-24\Actor_23\03-02-04-02-01-01-23.pt,4
Audio_Song_Actors_01-24\Actor_23\03-02-04-02-01-02-23.pt,4
Audio_Song_Actors_01-24\Actor_23\03-02-04-02-02-02-23.pt,4
Audio_Song_Actors_01-24\Actor_23\03-02-05-01-01-01-23.pt,5
Audio_Song_Actors_01-24\Actor_23\03-02-05-01-01-02-23.pt,5
Audio_Song_Actors_01-24\Actor_23\03-02-05-01-02-02-23.pt,5
Audio_Song_Actors_01-24\Actor_23\03-02-05-02-01-01-23.pt,5
Audio_Song_Actors_01-24\Actor_23\03-02-06-01-01-01-23.pt,6
Audio_Song_Actors_01-24\Actor_23\03-02-06-01-01-02-23.pt,6
Audio_Song_Actors_01-24\Actor_23\03-02-06-01-02-01-23.pt,6
Audio_Song_Actors_01-24\Actor_23\03-02-06-01-02-02-23.pt,6
Audio_Song_Actors_01-24\Actor_23\03-02-06-02-01-01-23.pt,6
Audio_Song_Actors_01-24\Actor_23\03-02-06-02-01-02-23.pt,6
Audio_Song_Actors_01-24\Actor_23\03-02-06-02-02-01-23.pt,6
Audio_Song_Actors_01-24\Actor_23\03-02-06-02-02-02-23.pt,6
Audio_Song_Actors_01-24\Actor_24\03-02-01-01-01-01-24.pt,1
Audio_Song_Actors_01-24\Actor_24\03-02-01-01-01-02-24.pt,1
Audio_Song_Actors_01-24\Actor_24\03-02-01-01-02-02-24.pt,1
Audio_Song_Actors_01-24\Actor_24\03-02-02-01-02-01-24.pt,2
Audio_Song_Actors_01-24\Actor_24\03-02-02-02-01-01-24.pt,2
Audio_Song_Actors_01-24\Actor_24\03-02-02-02-02-01-24.pt,2
Audio_Song_Actors_01-24\Actor_24\03-02-02-02-02-02-24.pt,2
Audio_Song_Actors_01-24\Actor_24\03-02-03-01-01-02-24.pt,3
Audio_Song_Actors_01-24\Actor_24\03-02-03-01-02-01-24.pt,3
Audio_Song_Actors_01-24\Actor_24\03-02-03-01-02-02-24.pt,3
Audio_Song_Actors_01-24\Actor_24\03-02-03-02-01-01-24.pt,3
Audio_Song_Actors_01-24\Actor_24\03-02-03-02-02-02-24.pt,3
Audio_Song_Actors_01-24\Actor_24\03-02-04-01-01-01-24.pt,4
Audio_Song_Actors_01-24\Actor_24\03-02-04-01-02-01-24.pt,4
Audio_Song_Actors_01-24\Actor_24\03-02-04-02-01-02-24.pt,4
Audio_Song_Actors_01-24\Actor_24\03-02-04-02-02-01-24.pt,4
Audio_Song_Actors_01-24\Actor_24\03-02-04-02-02-02-24.pt,4
Audio_Song_Actors_01-24\Actor_24\03-02-05-01-01-01-24.pt,5
Audio_Song_Actors_01-24\Actor_24\03-02-05-01-01-02-24.pt,5
Audio_Song_Actors_01-24\Actor_24\03-02-05-01-02-02-24.pt,5
Audio_Song_Actors_01-24\Actor_24\03-02-05-02-01-01-24.pt,5
Audio_Song_Actors_01-24\Actor_24\03-02-05-02-01-02-24.pt,5
Audio_Song_Actors_01-24\Actor_24\03-02-05-02-02-01-24.pt,5
Audio_Song_Actors_01-24\Actor_24\03-02-05-02-02-02-24.pt,5
Audio_Song_Actors_01-24\Actor_24\03-02-06-01-01-01-24.pt,6
Audio_Song_Actors_01-24\Actor_24\03-02-06-01-01-02-24.pt,6
